BD-S002,,,,,,
BD-S003,,,,,,
BD-S004,,,,,,
1,reentry=1,0119331020-0-01,0,0.5,,
2,reentry=1,0118781020-0-01,0.5,0.5,,
3,reentry=1,0118791020-0-01,1,0.5,,
4,reentry=1,0118801020-0-01,1.5,0.5,,
BD-S005,,,,,,
1,reentry=1,0118651020-0-01,0,0.8,,
2,reentry=1,0119331020-0-01,0.8,0.8,,
3,reentry=1,9800257701-0-01,1.6,0.8,,
4,reentry=1,0703061100-0-01,2.4,0.8,,
5,reentry=1,0304031100-0-01,3.2,0.8,,
6,reentry=1,0304001100-0-01,4,0.8,,
7,reentry=1,0206642600-0-01,4.8,1.33,,
8,reentry=1,0206652600-0-01,6.13,1.33,,
9,reentry=1,0118681020-0-01,7.46,0.8,,
10,reentry=1,0117981020-0-01,8.26,0.8,,
11,reentry=1,0703071100-0-01,9.06,0.8,,
12,reentry=1,0118381020-P-0-01,9.86,0.8,,
13,reentry=2,0703071100-0-02,11.34,0.8,,
14,reentry=1,0118391020-P-0-01,12.14,0.8,,
15,reentry=1,0118481020-P-0-01,12.94,0.8,,
16,reentry=1,0118491020-P-0-01,13.74,0.8,,
17,reentry=1,0118401020-P-0-01,14.54,0.8,,
18,reentry=1,0118411020-P-0-01,15.34,0.8,,
19,reentry=1,0118431020-P-0-01,16.14,0.8,,
20,reentry=1,0118441020-P-0-01,16.94,0.8,,
21,reentry=1,0118451020-P-0-01,17.74,0.8,,
22,reentry=1,0118461020-P-0-01,18.54,0.8,,
23,reentry=1,0118471020-P-0-01,19.34,0.8,,
24,reentry=1,0118501020-P-0-01,20.14,0.8,,
25,reentry=1,0601711100-A-0-01,20.94,0.8,,
26,reentry=1,0601681100-Fe-0-01,21.74,0.8,,
27,reentry=1,0119301020-0-01,22.54,0.8,,
28,reentry=1,0204582740-0-01,23.34,1.33,,
29,reentry=1,0118841020-0-01,24.67,0.8,,
30,reentry=2,0601711100-A-0-02,25.6,0.8,,
31,reentry=2,0601681100-Fe-0-02,26.74,0.8,,
32,reentry=1,0118851020-0-01,27.54,0.8,,
33,reentry=1,0118701020-0-01,28.34,0.8,,
34,reentry=1,0118691020-0-01,29.14,0.8,,
35,reentry=1,0118711020-0-11,29.94,0.8,,
36,reentry=1,0118781020-0-01,30.74,0.8,,
37,reentry=1,0118791020-0-01,31.54,0.8,,
38,reentry=1,0119321020-0-01,32.34,0.8,,
39,reentry=1,0118771020-0-01,33.14,0.8,,
40,reentry=1,0601811220-0-01,33.94,0.8,,
41,reentry=1,0118671020-0-01,34.74,0.8,,
42,reentry=2,0206642600-0-02,36.13,1.33,,
43,reentry=2,0206652600-0-02,37.46,1.33,,
44,reentry=1,0118661020-0-01,38.79,0.8,,
45,reentry=1,0118931020-0-01,39.59,0.8,,
46,reentry=2,0204582740-0-02,40.61,1.33,,
47,reentry=1,0118861020-0-01,41.94,0.8,,
48,reentry=1,0119001020-0-01,42.74,0.8,,
49,reentry=1,0118881020-0-01,43.54,0.8,,
50,reentry=1,0703031100-0-01,44.34,0.8,,
51,reentry=1,0118731020-0-01,45.14,0.8,,
52,reentry=1,0118741020-0-01,45.94,0.8,,
53,reentry=1,0118631020-0-01,46.74,0.8,,
54,reentry=1,0118721020-0-01,47.54,0.8,,
55,reentry=1,0118801020-0-01,48.34,0.8,,
56,reentry=1,0118511020-P-0-01,49.14,0.8,,
57,reentry=1,0703021100-0-01,49.94,0.8,,
58,reentry=1,0206272680-0-01,50.74,1.33,,
59,reentry=1,0119201020-0-01,52.07,0.8,,
60,reentry=1,0703111100-0-01,52.87,0.8,,
61,reentry=1,0703101100-0-01,53.67,0.8,,
62,reentry=1,0703121100-0-01,54.47,0.8,,
63,reentry=1,0703131100-0-01,55.27,0.8,,
64,reentry=1,0703011100-0-01,56.07,0.8,,
65,reentry=1,0119191020-0-01,56.87,0.8,,
66,reentry=1,0119181020-0-01,57.67,0.8,,
67,reentry=1,0118761020-0-01,58.47,0.8,,
68,reentry=1,0119251020-P-0-01,59.27,0.8,,
69,reentry=1,0703171100-0-01,60.07,0.8,,
70,reentry=1,0703161100-0-01,60.87,0.8,,
71,reentry=1,0304051100-C-0-01,61.67,0.8,,
72,reentry=1,0304041100-0-01,62.47,0.8,,
73,reentry=1,0118421020-A-0-01,63.27,0.8,,
74,reentry=1,0118571020-P-0-01,64.07,0.8,,
75,reentry=1,0118551020-A-0-01,64.87,0.8,,
76,reentry=1,0119311020-0-01,65.67,0.8,,
77,reentry=1,0304021100-Fe-0-01,66.47,0.8,,
78,reentry=1,0304061100-C-0-01,67.27,0.8,,
79,reentry=1,0205772740-0-01,68.07,1.33,,
80,reentry=1,0205782740-0-01,69.4,1.33,,
81,reentry=1,0119271020-0-01,70.73,0.8,,
82,reentry=2,0703171100-0-02,71.95,0.8,,
83,reentry=1,0206202680-0-01,72.75,1.33,,
84,reentry=1,0206212680-0-01,74.08,1.33,,
85,reentry=1,0206222680-0-01,75.41,1.33,,
86,reentry=1,0206252680-0-01,76.74,1.33,,
87,reentry=1,0206232680-0-01,78.07,1.33,,
88,reentry=1,0206192680-0-01,79.4,1.33,,
89,reentry=1,0118831020-0-01,80.73,0.8,,
90,reentry=1,0118531020-P-0-01,81.53,0.8,,
91,reentry=1,0118521020-P-0-01,82.33,0.8,,
92,reentry=1,0119211020-D-0-01,83.13,0.8,,
93,reentry=1,0119221020-D-0-01,83.93,0.8,,
94,reentry=1,0703151100-0-01,84.73,0.8,,
95,reentry=1,0703141100-0-01,85.53,0.8,,
96,reentry=1,0118941020-0-01,86.33,0.8,,
97,reentry=1,0118961020-0-01,87.13,0.8,,
98,reentry=1,0118971020-0-01,87.93,0.8,,
99,reentry=2,0703161100-0-02,88.95,0.8,,
100,reentry=1,0118951020-0-01,89.75,0.8,,
101,reentry=1,0118911020-0-01,90.55,0.8,,
102,reentry=2,0304051100-C-0-02,92.03,0.8,,
103,reentry=1,0118981020-C-0-01,92.83,0.8,,
104,reentry=1,0118991020-A-0-01,93.63,0.8,,
105,reentry=2,0304041100-0-02,95.11,0.8,,
106,reentry=1,0118921020-0-01,95.91,0.8,,
107,reentry=1,0205792740-0-01,96.71,1.33,,
108,reentry=1,0206902680-0-01,98.04,1.33,,
109,reentry=1,0206282680-0-01,99.37,1.33,,
110,reentry=1,0118751020-0-01,100.7,0.8,,
111,reentry=1,0118821020-0-01,101.5,0.8,,
112,reentry=1,0118811020-0-01,102.3,0.8,,
113,reentry=1,0118541020-P-0-01,103.1,0.8,,
114,reentry=1,0119261020-0-01,103.9,0.8,,
115,reentry=1,0119281020-0-01,104.7,0.8,,
116,reentry=1,0118871020-0-01,105.5,0.8,,
117,reentry=1,0703081100-0-01,106.3,0.8,,
118,reentry=2,0703111100-0-02,107.78,0.8,,
119,reentry=1,0119011020-0-01,108.58,0.8,,
120,reentry=1,0703181100-0-01,109.38,0.8,,
121,reentry=2,0703101100-0-02,110.58,0.8,,
122,reentry=1,0119291020-0-01,111.38,0.8,,
123,reentry=2,0703121100-0-02,113.38,0.8,,
124,reentry=1,0205802600-0-11,114.18,1.33,,
125,reentry=2,0703131100-0-02,116.18,0.8,,
126,reentry=2,0703011100-0-02,118.98,0.8,,
127,reentry=2,0703151100-0-02,140.78,0.8,,
128,reentry=2,0703141100-0-02,143.58,0.8,,
129,reentry=2,0703181100-0-02,165.81,0.8,,
BD-S006,,,,,,
ParallelMachine=0,,,,,,
,2.4,30,,,,
,,,reentry=1,9800257701-0-0,1,当前宽度=670
,35.78,30,,,,
,,,reentry=1,0118851020-0-0,1,当前宽度=670
,,,reentry=1,0118841020-0-0,2,当前宽度=670
,,,reentry=2,9800257701-0-0,3,当前宽度=630
,65.78,30,,,,
,,,reentry=1,0118631020-0-0,1,当前宽度=670
,,,reentry=1,0118741020-0-0,2,当前宽度=670
,,,reentry=1,0118731020-0-0,3,当前宽度=670
,95.78,30,,,,
,,,reentry=1,0205782740-0-0,1,当前宽度=670
,,,reentry=1,0205772740-0-0,2,当前宽度=670
,,,reentry=1,0119181020-0-0,3,当前宽度=670
,125.78,30,,,,
,,,reentry=1,0118751020-0-0,1,当前宽度=670
,,,reentry=1,0206902680-0-0,2,当前宽度=670
,,,reentry=1,0206282680-0-0,3,当前宽度=670
ParallelMachine=1,,,,,,
,3.2,30,,,,
,,,reentry=1,0703061100-0-0,1,当前宽度=1070
,37.46,30,,,,
,,,reentry=1,0118701020-0-0,1,当前宽度=670
,,,reentry=1,0118691020-0-0,2,当前宽度=670
,,,reentry=2,0206642600-0-0,3,当前宽度=670
,67.46,30,,,,
,,,reentry=1,0118721020-0-0,1,当前宽度=670
,,,reentry=1,0119201020-0-0,2,当前宽度=670
,,,reentry=1,0206272680-0-0,3,当前宽度=670
,97.46,30,,,,
,,,reentry=1,0206202680-0-0,1,当前宽度=670
,,,reentry=1,0206212680-0-0,2,当前宽度=670
,,,reentry=1,0206222680-0-0,3,当前宽度=670
,127.46,30,,,,
,,,reentry=1,0205802600-0-1,1,当前宽度=670
,,,reentry=1,0703081100-0-0,2,当前宽度=1270
ParallelMachine=2,,,,,,
,6.13,30,,,,
,,,reentry=1,0206642600-0-0,1,当前宽度=670
,38.79,30,,,,
,,,reentry=1,0118711020-0-1,1,当前宽度=670
,,,reentry=2,0206652600-0-0,2,当前宽度=670
,,,reentry=1,0601811220-0-0,3,当前宽度=670
,68.79,30,,,,
,,,reentry=1,0703121100-0-0,1,当前宽度=1060
,,,reentry=1,0703131100-0-0,2,当前宽度=1060
,98.79,30,,,,
,,,reentry=1,0119221020-D-0-0,1,当前宽度=670
,,,reentry=1,0119211020-D-0-0,2,当前宽度=670
,,,reentry=1,0703151100-0-0,3,当前宽度=1060
ParallelMachine=3,,,,,,
,7.46,30,,,,
,,,reentry=1,0206652600-0-0,1,当前宽度=670
,37.46,30,,,,
,,,reentry=1,0118671020-0-0,1,当前宽度=670
,67.46,30,,,,
,,,reentry=1,0703101100-0-0,1,当前宽度=1060
,,,reentry=1,0703111100-0-0,2,当前宽度=1060
,97.46,30,,,,
,,,reentry=1,0206192680-0-0,1,当前宽度=670
,,,reentry=1,0206232680-0-0,2,当前宽度=670
,,,reentry=1,0206252680-0-0,3,当前宽度=670
ParallelMachine=4,,,,,,
,8.26,30,,,,
,,,reentry=1,0118681020-0-0,1,当前宽度=670
,39.59,30,,,,
,,,reentry=1,0118661020-0-0,1,当前宽度=670
,69.59,30,,,,
,,,reentry=1,0119191020-0-0,1,当前宽度=670
,,,reentry=1,0703011100-0-0,2,当前宽度=1270
,99.59,30,,,,
,,,reentry=1,0205792740-0-0,1,当前宽度=670
,,,reentry=1,0703141100-0-0,2,当前宽度=1060
BD-S007,,,,,,
1,reentry=1,0118651020-0-0,0.8,1.14,copper,
2,reentry=2,0118651020-0-0,1.94,1.14,copper,
3,reentry=1,0119331020-0-0,3.08,1.14,copper,
4,reentry=2,0119331020-0-0,4.83,1.14,copper,
5,reentry=1,0304031100-0-0,5.97,1.14,copper,
6,reentry=1,0304001100-0-0,7.11,1.14,copper,
7,reentry=1,0117981020-0-0,9.06,1.14,copper,
8,reentry=1,0703071100-0-0,10.2,1.14,copper,
9,reentry=2,0703071100-0-0,12.14,1.14,copper,
10,reentry=1,0118401020-P-0-0,15.34,1.14,copper,
11,reentry=1,0118411020-P-0-0,16.48,1.14,copper,
12,reentry=1,0118431020-P-0-0,17.62,1.14,copper,
13,reentry=1,0118441020-P-0-0,18.76,1.14,copper,
14,reentry=1,0118451020-P-0-0,19.9,1.14,copper,
15,reentry=1,0118461020-P-0-0,21.04,1.14,copper,
16,reentry=1,0118471020-P-0-0,22.18,1.14,copper,
17,reentry=1,0118501020-P-0-0,23.32,1.14,copper,
18,reentry=1,0601711100-A-0-0,24.46,1.14,copper,
19,reentry=1,0601681100-Fe-0-0,25.6,1.14,copper,
20,reentry=1,0119301020-0-0,26.74,1.14,copper,
21,reentry=1,0118781020-0-0,31.54,1.14,copper,
22,reentry=2,0119301020-0-0,33.33,1.14,copper,
23,reentry=1,0204582740-0-0,39.47,1.14,brass,
24,reentry=2,0118781020-0-0,45.61,1.14,copper,
25,reentry=1,0118791020-0-0,46.75,1.14,copper,
26,reentry=2,0118791020-0-0,48.5,1.14,copper,
27,reentry=1,0119321020-0-0,49.64,1.14,copper,
28,reentry=2,0119321020-0-0,51.39,1.14,copper,
29,reentry=1,0118771020-0-0,52.53,1.14,copper,
30,reentry=2,0118771020-0-0,54.28,1.14,copper,
31,reentry=1,0118931020-0-0,55.42,1.14,copper,
32,reentry=1,0118861020-0-0,56.56,1.14,copper,
33,reentry=1,0119001020-0-0,57.7,1.14,copper,
34,reentry=1,0118881020-0-0,58.84,1.14,copper,
35,reentry=1,0703031100-0-0,59.98,1.14,copper,
36,reentry=1,0118801020-0-0,61.12,1.14,copper,
37,reentry=1,0118511020-P-0-0,62.26,1.14,copper,
38,reentry=2,0118801020-0-0,64.39,1.14,copper,
39,reentry=1,0703021100-0-0,65.53,1.14,copper,
40,reentry=1,0118841020-0-0,67.39,1.14,copper,
41,reentry=1,0118761020-0-0,68.53,1.14,copper,
42,reentry=1,0119251020-P-0-0,69.67,1.14,copper,
43,reentry=1,0703171100-0-0,70.81,1.14,copper,
44,reentry=2,0703171100-0-0,72.75,1.14,copper,
45,reentry=1,0118851020-0-0,74.39,1.14,copper,
46,reentry=1,0601811220-0-0,80.53,1.14,,
47,reentry=2,0118761020-0-0,86.67,1.14,copper,
48,reentry=1,0703161100-0-0,87.81,1.14,copper,
49,reentry=2,0703161100-0-0,89.75,1.14,copper,
50,reentry=1,0304051100-C-0-0,90.89,1.14,copper,
51,reentry=2,0304051100-C-0-0,92.83,1.14,copper,
52,reentry=1,0304041100-0-0,93.97,1.14,copper,
53,reentry=2,0304041100-0-0,95.91,1.14,copper,
54,reentry=1,0118421020-A-0-0,97.05,1.14,copper,
55,reentry=2,0118421020-A-0-0,99,1.14,copper,
56,reentry=1,0118571020-P-0-0,100.14,1.14,copper,
57,reentry=1,0118551020-A-0-0,101.28,1.14,copper,
58,reentry=2,0118571020-P-0-0,103,1.14,copper,
59,reentry=2,0118551020-A-0-0,104.14,1.14,copper,
60,reentry=1,0119311020-0-0,105.28,1.14,copper,
61,reentry=1,0304021100-Fe-0-0,106.42,1.14,copper,
62,reentry=1,0304061100-C-0-0,107.56,1.14,copper,
63,reentry=1,0118831020-0-0,108.7,1.14,copper,
64,reentry=2,0119311020-0-0,110.8,1.14,copper,
65,reentry=1,0118531020-P-0-0,111.94,1.14,copper,
66,reentry=1,0118521020-P-0-0,113.08,1.14,copper,
67,reentry=1,0118941020-0-0,114.22,1.14,copper,
68,reentry=1,0118961020-0-0,115.36,1.14,copper,
69,reentry=1,0118971020-0-0,116.5,1.14,copper,
70,reentry=1,0118951020-0-0,117.64,1.14,copper,
71,reentry=1,0118911020-0-0,118.78,1.14,copper,
72,reentry=1,0118981020-C-0-0,119.92,1.14,copper,
73,reentry=1,0118991020-A-0-0,121.06,1.14,copper,
74,reentry=1,0118921020-0-0,122.2,1.14,copper,
75,reentry=1,0118821020-0-0,123.34,1.14,copper,
76,reentry=1,0118811020-0-0,124.48,1.14,copper,
77,reentry=1,0118541020-P-0-0,125.62,1.14,copper,
78,reentry=1,0119261020-0-0,126.76,1.14,copper,
79,reentry=1,0119281020-0-0,127.9,1.14,copper,
80,reentry=1,0118871020-0-0,129.04,1.14,copper,
81,reentry=1,0206202680-0-0,135.54,1.14,brass,
82,reentry=1,0206212680-0-0,136.68,1.14,brass,
83,reentry=1,0206222680-0-0,137.82,1.14,brass,
84,reentry=1,0206252680-0-0,138.96,1.14,brass,
85,reentry=1,0206232680-0-0,140.1,1.14,brass,
86,reentry=1,0206192680-0-0,141.24,1.14,brass,
87,reentry=1,0205792740-0-0,151.06,1.14,brass,
88,reentry=1,0206902680-0-0,157.39,1.14,brass,
89,reentry=1,0206282680-0-0,158.53,1.14,brass,
90,reentry=1,0703181100-0-0,164.67,1.14,copper,
91,reentry=2,0703181100-0-0,166.61,1.14,copper,
92,reentry=1,0119291020-0-0,167.75,1.14,copper,
BD-S008,,,,,,
1,reentry=1,0118381020-P-0-0,10.66,1.77,copper,
2,reentry=1,0117981020-0-0,13.04,1.77,copper,
3,reentry=1,0118391020-P-0-0,14.81,1.77,copper,
4,reentry=1,0118481020-P-0-0,16.58,1.77,copper,
5,reentry=1,0118491020-P-0-0,18.35,1.77,copper,
6,reentry=2,9800257701-0-0,34.01,0,alloy,
7,reentry=1,9800257701-0-0,34.01,0,alloy,
8,reentry=1,0118931020-0-0,57.17,1.77,copper,
9,reentry=1,0118861020-0-0,58.94,1.77,copper,
10,reentry=1,0119001020-0-0,60.71,1.77,copper,
11,reentry=1,0118881020-0-0,62.48,1.77,copper,
12,reentry=1,0119271020-0-0,71.53,1.77,copper,
13,reentry=2,0119271020-0-0,81.28,1.77,copper,
14,reentry=1,0206272680-0-0,105.39,1.77,brass,
15,reentry=2,0206272680-0-0,107.16,1.77,brass,
16,reentry=1,0119011020-0-0,113.93,1.77,copper,
17,reentry=1,0118941020-0-0,116.4,1.77,copper,
18,reentry=1,0118961020-0-0,118.17,1.77,copper,
19,reentry=1,0118971020-0-0,119.94,1.77,copper,
20,reentry=1,0118951020-0-0,121.71,1.77,copper,
21,reentry=1,0118911020-0-0,123.48,1.77,copper,
22,reentry=1,0118981020-C-0-0,125.25,1.77,copper,
23,reentry=1,0118991020-A-0-0,127.02,1.77,copper,
24,reentry=1,0205772740-0-0,134.32,1.77,brass,
25,reentry=2,0205772740-0-0,136.09,1.77,brass,
26,reentry=3,0205772740-0-0,137.86,1.77,brass,
27,reentry=1,0205782740-0-0,139.63,1.77,brass,
28,reentry=2,0205782740-0-0,141.4,1.77,brass,
29,reentry=3,0205782740-0-0,143.17,1.77,brass,
30,reentry=1,0206202680-0-0,144.94,1.77,brass,
31,reentry=1,0206212680-0-0,146.71,1.77,brass,
32,reentry=1,0206222680-0-0,148.48,1.77,brass,
33,reentry=1,0206252680-0-0,150.25,1.77,brass,
34,reentry=1,0206232680-0-0,152.02,1.77,brass,
35,reentry=1,0118921020-0-0,158.79,1.77,copper,
36,reentry=1,0205792740-0-0,165.56,1.77,brass,
37,reentry=1,0206902680-0-0,167.33,1.77,brass,
38,reentry=1,0206282680-0-0,169.1,1.77,brass,
39,reentry=1,0118821020-0-0,175.87,1.77,copper,
40,reentry=1,0118811020-0-0,177.64,1.77,copper,
41,reentry=1,0119261020-0-0,179.41,1.77,copper,
42,reentry=1,0119281020-0-0,181.18,1.77,copper,
43,reentry=1,0118871020-0-0,182.95,1.77,copper,
44,reentry=2,0119011020-0-0,184.72,1.77,copper,
45,reentry=1,0119291020-0-0,186.49,1.77,copper,
46,reentry=1,0205802600-0-1,193.26,1.77,brass,
BD-S009,,,,,,
1,reentry=2,9800257701-0-02,34.01,0,,
2,reentry=1,9800257701-0-01,34.01,0,,
3,reentry=1,0118761020-0-01,76.22,0,,
4,reentry=1,0205772740-0-01,137.86,0,,
5,reentry=1,0205782740-0-01,143.17,0,,
6,reentry=1,0205792740-0-01,167.33,0,,
BD-S010,,,,,,
1,reentry=1,0119331020-0-01,4.83,0,,
2,reentry=2,0119331020-0-02,5.97,0,,
3,reentry=1,0118381020-P-0-01,16.55,0,,
4,reentry=1,0118391020-P-0-01,17.19,0,,
5,reentry=1,0118401020-P-0-01,17.8,0,,
6,reentry=1,0118481020-P-0-01,18.96,0,,
7,reentry=1,0118411020-P-0-01,19.57,0,,
8,reentry=1,0118491020-P-0-01,20.73,0,,
9,reentry=1,0118431020-P-0-01,21.34,0,,
10,reentry=1,0118441020-P-0-01,21.95,0,,
11,reentry=1,0118451020-P-0-01,22.56,0,,
12,reentry=1,0118461020-P-0-01,23.17,0,,
13,reentry=1,0118471020-P-0-01,23.93,0,,
14,reentry=1,0118501020-P-0-01,25.07,0,,
15,reentry=1,0118781020-0-01,37.67,0,,
16,reentry=1,0118791020-0-01,48.5,0,,
17,reentry=1,0119321020-0-01,51.39,0,,
18,reentry=1,0118771020-0-01,54.28,0,,
19,reentry=1,0118801020-0-01,64.39,0,,
20,reentry=1,0118421020-A-0-01,99,0,,
21,reentry=1,0118571020-P-0-01,103,0,,
22,reentry=1,0118551020-A-0-01,103.61,0,,
23,reentry=1,0206272680-0-01,107.16,0,,
24,reentry=1,0119311020-0-01,110.8,0,,
25,reentry=1,0205772740-0-01,134.32,0,,
26,reentry=1,0205782740-0-01,134.93,0,,
27,reentry=1,0206202680-0-01,135.54,0,,
28,reentry=2,0205772740-0-02,136.09,0,,
29,reentry=1,0206212680-0-01,136.15,0,,
30,reentry=2,0206202680-0-02,136.68,0,,
